636B PUNGGOL DR,"1.4004868,103.9137415"
637A PUNGGOL DR,"1.3995632,103.9145446"
637B PUNGGOL DR,"1.3994834,103.9148457"
637C PUNGGOL DR,"1.3992421,103.9152172"
637D PUNGGOL DR,"1.3991121,103.9154509"
638 PUNGGOL DR,"1.3998749,103.9158387"
638A PUNGGOL DR,"1.3999954,103.9146934"
638B PUNGGOL DR,"1.3999676,103.9152164"
638C PUNGGOL DR,"1.3998244,103.9154808"
639 PUNGGOL DR,"1.3994698,103.9160757"
640A PUNGGOL DR,"1.3995071,103.9156923"
640B PUNGGOL DR,"1.3991674,103.9161209"
641A PUNGGOL DR,"1.3985848,103.9169820"
641B PUNGGOL DR,"1.3988574,103.9167447"
641C PUNGGOL DR,"1.3991522,103.9164728"
642 PUNGGOL DR,"1.3986072,103.9163295"
642A PUNGGOL DR,"1.3981294,103.9167213"
642B PUNGGOL DR,"1.3983563,103.9163717"
642C PUNGGOL DR,"1.3986239,103.9161640"
642D PUNGGOL DR,"1.3988534,103.9158815"
643 PUNGGOL CTRL,"1.3975103,103.9157647"
644 PUNGGOL CTRL,"1.3978972,103.9159554"
645 PUNGGOL CTRL,"1.3977830,103.9162570"
646 PUNGGOL CTRL,"1.3981522,103.9158038"
647 PUNGGOL CTRL,"1.3980326,103.9153894"
647A PUNGGOL CTRL,"1.3984845,103.9155096"
648 PUNGGOL CTRL,"1.3976430,103.9151694"
649 PUNGGOL CTRL,"1.3972782,103.9148975"
650 PUNGGOL CTRL,"1.3971859,103.9151183"
651 PUNGGOL CTRL,"1.3968362,103.9152600"
652 PUNGGOL CTRL,"1.3969700,103.9156620"
658 PUNGGOL EAST,"1.4002138,103.9191889"
658A PUNGGOL EAST,"1.4001463,103.9196227"
658B PUNGGOL EAST,"1.4002580,103.9190665"
658C PUNGGOL EAST,"1.4002138,103.9191889"
659 PUNGGOL EAST,"1.4012290,103.9190892"
659A PUNGGOL EAST,"1.4012290,103.9190892"
659B PUNGGOL EAST,"1.4007927,103.9192422"
659C PUNGGOL EAST,"1.4012290,103.9190892"
659D PUNGGOL EAST,"1.4012290,103.9190892"
660 EDGEDALE PLAINS,"1.4026617,103.9166036"
660A EDGEDALE PLAINS,"1.4025030,103.9162995"
661 EDGEDALE PLAINS,"1.4026492,103.9175711"
661A EDGEDALE PLAINS,"1.4030376,103.9170938"
661B EDGEDALE PLAINS,"1.4025191,103.9168792"
661C EDGEDALE PLAINS,"1.4026492,103.9175711"
662 EDGEDALE PLAINS,"1.4018410,103.9185794"
662A EDGEDALE PLAINS,"1.4020284,103.9182035"
662B EDGEDALE PLAINS,"1.4017436,103.9187113"
662C EDGEDALE PLAINS,"1.4020939,103.9180406"
662D EDGEDALE PLAINS,"1.4013713,103.9183333"
663 PUNGGOL DR,"1.4002813,103.9172910"
663A PUNGGOL DR,"1.4004133,103.9176164"
663B PUNGGOL DR,"1.4006053,103.9170981"
663C PUNGGOL DR,"1.4003009,103.9175484"
664A PUNGGOL DR,"1.3995531,103.9174911"
664B PUNGGOL DR,"1.4001006,103.9178203"
665 PUNGGOL DR,"1.4020488,103.9141966"
665A PUNGGOL DR,"1.4018318,103.9141612"
665B PUNGGOL DR,"1.4021823,103.9141480"
665C PUNGGOL DR,"1.4014036,103.9147120"
666 PUNGGOL DR,"1.4012523,103.9150456"
666A PUNGGOL DR,"1.4011744,103.9148900"
666B PUNGGOL DR,"1.4017502,103.9152464"
667A PUNGGOL DR,"1.4026637,103.9140527"
667B PUNGGOL DR,"1.4021096,103.9149166"
668 EDGEFIELD PLAINS,"1.4055025,103.9126946"
668A EDGEFIELD PLAINS,"1.4049542,103.9125082"
668B EDGEFIELD PLAINS,"1.4049474,103.9125170"
668B EDGEFIELD PLAINS,"1.4049474,103.9125170"
669 EDGEFIELD PLAINS,"1.4059554,103.9127892"
669A EDGEFIELD PLAINS,"1.4049609,103.9138780"
669B EDGEFIELD PLAINS,"1.4045401,103.9139912"
670 EDGEFIELD PLAINS,"1.4059009,103.9132209"
670A EDGEFIELD PLAINS,"1.4054079,103.9129263"
670B EDGEFIELD PLAINS,"1.4059009,103.9132209"
670C EDGEFIELD PLAINS,"1.4059009,103.9132209"
671 EDGEFIELD PLAINS,"1.4056518,103.9119974"
671A EDGEFIELD PLAINS,"1.4060178,103.9120880"
671B EDGEFIELD PLAINS,"1.4063871,103.9116349"
672 EDGEFIELD PLAINS,"1.4070827,103.9117708"
672A EDGEFIELD PLAINS,"1.4064543,103.9126318"
672B EDGEFIELD PLAINS,"1.4066759,103.9123599"
672C EDGEFIELD PLAINS,"1.4074156,103.9112724"
672D EDGEFIELD PLAINS,"1.4077116,103.9108192"
673 EDGEFIELD PLAINS,"1.4057787,103.9124467"
673A EDGEFIELD PLAINS,"1.4067354,103.9115262"
673B EDGEFIELD PLAINS,"1.4069768,103.9110911"
673C EDGEFIELD PLAINS,"1.4070882,103.9110182"
674 EDGEFIELD PLAINS,"1.4057628,103.9124677"
676 PUNGGOL DR,"1.4041325,103.9107880"
676A PUNGGOL DR,"1.4051667,103.9092905"
676B PUNGGOL DR,"1.4051717,103.9102846"
676C PUNGGOL DR,"1.4052808,103.9104946"
676D PUNGGOL DR,"1.4051683,103.9093564"
677 PUNGGOL DR,"1.4055149,103.9088447"
677A PUNGGOL DR,"1.4053023,103.9091880"
677B PUNGGOL DR,"1.4052511,103.9096252"
677C PUNGGOL DR,"1.4057491,103.9098490"
677D PUNGGOL DR,"1.4061719,103.9092885"
678 PUNGGOL DR,"1.4056727,103.9085536"
678A PUNGGOL DR,"1.4056265,103.9085462"
678B PUNGGOL DR,"1.4058052,103.9090713"
678C PUNGGOL DR,"1.4063452,103.9094825"
679A PUNGGOL DR,"1.4059780,103.9083018"
679B PUNGGOL DR,"1.4059491,103.9083044"
679C PUNGGOL DR,"1.4064229,103.9087575"
679D PUNGGOL DR,"1.4059491,103.9083044"
681 PUNGGOL DR,"1.4031154,103.9132209"
682 EDGEDALE PLAINS,"1.4037426,103.9155546"
682A EDGEDALE PLAINS,"1.4037426,103.9155546"
682A EDGEDALE PLAINS,"1.4037426,103.9155546"
682B EDGEDALE PLAINS,"1.4037426,103.9155546"
682C EDGEDALE PLAINS,"1.4037426,103.9155546"
683 EDGEDALE PLAINS,"1.4041018,103.9147016"
683A EDGEDALE PLAINS,"1.4043693,103.9151785"
683B EDGEDALE PLAINS,"1.4035210,103.9158265"
683C EDGEDALE PLAINS,"1.4041686,103.9148069"
684 EDGEDALE PLAINS,"1.4031447,103.9160709"
684A EDGEDALE PLAINS,"1.4029903,103.9157132"
684B EDGEDALE PLAINS,"1.4031746,103.9152231"
684C EDGEDALE PLAINS,"1.4036999,103.9146305"
684D EDGEDALE PLAINS,"1.4038551,103.9141038"
85 PUNGGOL CTRL,"1.4077948,103.9032243"
